Source,Destination,Frequency
lars azada,cecilia morluniau,0.0
lars azada,rachel pantanal,0.0
lars azada,emile arpa,0.0
lars azada,hideki cocinaro,0.0
lars azada,brand tempestad,0.0
lars azada,adra nubarron,0.0
lars azada,inga ferro,0.0
lars azada,dylan scozzese,0.0
lars azada,orhan strum,0.0
lars azada,marin onda,0.0
lars azada,lidelse dedos,0.0
lars azada,silvia marek,0.0
lars azada,kanon herrero,0.0
lars azada,adan morlun,0.0
lars azada,albina hafon,0.0
lars azada,sven flecha,0.0
lars azada,elsa orilla,0.0
lars azada,"sten sanjorge, jr",0.0
lars azada,nils calixto,0.0
lars azada,edvard vann,0.0
lars azada,linda lagos,0.0
lars azada,kare orilla,0.0
lars azada,rachel panatal,0.0
lars azada,axel calzas,0.0
lars azada,gastech,0.0
lars azada,pok,0.0
lars azada,apa,0.0
lars azada,government,0.0
dante coginian,dante coginian,0.0
dante coginian,felix resumir,0.0
dante coginian,loreto bodrogi,0.0
dante coginian,vira frente,0.0
dante coginian,lorenzo di stefano,0.0
dante coginian,lucas alcazar,0.0
dante coginian,varro awelon,0.0
dante coginian,yanick calo,0.0
dante coginian,stenig fusil,0.0
dante coginian,ale i. hanne,0.0
dante coginian,isia vann,0.0
dante coginian,irene nant,0.0
dante coginian,isande borrasca,0.0
dante coginian,lucio jakab,0.0
dante coginian,henk bodrogi,0.0
dante coginian,henk mies,0.0
dante coginian,sten sanjorge jr ,0.0
dante coginian,claudio hawelon,0.0
dante coginian,gustav cazar,0.0
dante coginian,ruscella mies haber,0.0
dante coginian,cecilia morluniau,0.0
dante coginian,rachel pantanal,0.0
dante coginian,emile arpa,0.0
dante coginian,hideki cocinaro,0.0
dante coginian,brand tempestad,0.0
dante coginian,adra nubarron,0.0
dante coginian,inga ferro,0.0
dante coginian,dylan scozzese,0.0
dante coginian,orhan strum,0.0
dante coginian,marin onda,0.0
dante coginian,lidelse dedos,0.0
dante coginian,silvia marek,0.0
dante coginian,kanon herrero,0.0
dante coginian,adan morlun,0.0
dante coginian,albina hafon,0.0
dante coginian,sven flecha,0.0
dante coginian,elsa orilla,0.0
dante coginian,"sten sanjorge, jr",0.0
dante coginian,nils calixto,0.0
dante coginian,edvard vann,0.0
dante coginian,linda lagos,0.0
dante coginian,kare orilla,0.0
dante coginian,rachel panatal,0.0
dante coginian,axel calzas,0.0
dante coginian,gastech,0.0
dante coginian,pok,0.0
dante coginian,apa,0.0
dante coginian,government,0.0
felix resumir,felix resumir,0.0
felix resumir,loreto bodrogi,0.0
felix resumir,vira frente,0.0
felix resumir,lorenzo di stefano,0.0
felix resumir,lucas alcazar,0.0
felix resumir,varro awelon,0.0
felix resumir,yanick calo,0.0
felix resumir,stenig fusil,0.0
felix resumir,ale i. hanne,0.0
felix resumir,isia vann,0.0
felix resumir,irene nant,0.0
felix resumir,isande borrasca,0.0
felix resumir,lucio jakab,0.0
felix resumir,henk bodrogi,0.0
felix resumir,henk mies,0.0
felix resumir,sten sanjorge jr ,0.0
felix resumir,claudio hawelon,0.0
felix resumir,gustav cazar,0.0
felix resumir,ruscella mies haber,0.0
felix resumir,cecilia morluniau,0.0
felix resumir,rachel pantanal,0.0
felix resumir,emile arpa,0.0
felix resumir,hideki cocinaro,0.0
felix resumir,brand tempestad,0.0
felix resumir,adra nubarron,0.0
felix resumir,inga ferro,0.0
felix resumir,dylan scozzese,0.0
felix resumir,orhan strum,0.0
felix resumir,marin onda,0.0
felix resumir,lidelse dedos,0.0
felix resumir,silvia marek,0.0
felix resumir,kanon herrero,0.0
felix resumir,adan morlun,0.0
felix resumir,albina hafon,0.0
felix resumir,sven flecha,0.0
felix resumir,elsa orilla,0.0
felix resumir,"sten sanjorge, jr",0.0
felix resumir,nils calixto,0.0
felix resumir,edvard vann,0.0
felix resumir,linda lagos,0.0
felix resumir,kare orilla,0.0
felix resumir,rachel panatal,0.0
felix resumir,axel calzas,0.0
felix resumir,gastech,0.0
felix resumir,pok,0.0
felix resumir,apa,0.0
felix resumir,government,0.0
loreto bodrogi,loreto bodrogi,0.0
loreto bodrogi,vira frente,0.0
loreto bodrogi,lorenzo di stefano,0.0
loreto bodrogi,lucas alcazar,0.0
loreto bodrogi,varro awelon,0.0
loreto bodrogi,yanick calo,0.0
loreto bodrogi,stenig fusil,0.0
loreto bodrogi,ale i. hanne,0.0
loreto bodrogi,isia vann,0.0
loreto bodrogi,irene nant,0.0
loreto bodrogi,isande borrasca,0.0
loreto bodrogi,lucio jakab,0.0
loreto bodrogi,henk bodrogi,14.0
loreto bodrogi,henk mies,0.0
loreto bodrogi,sten sanjorge jr ,4.0
loreto bodrogi,claudio hawelon,0.0
loreto bodrogi,gustav cazar,0.0
loreto bodrogi,ruscella mies haber,0.0
loreto bodrogi,cecilia morluniau,0.0
loreto bodrogi,rachel pantanal,0.0
loreto bodrogi,emile arpa,0.0
loreto bodrogi,hideki cocinaro,0.0
loreto bodrogi,brand tempestad,0.0
loreto bodrogi,adra nubarron,0.0
loreto bodrogi,inga ferro,2.0
loreto bodrogi,dylan scozzese,0.0
loreto bodrogi,orhan strum,0.0
loreto bodrogi,marin onda,0.0
loreto bodrogi,lidelse dedos,0.0
loreto bodrogi,silvia marek,0.0
loreto bodrogi,kanon herrero,0.0
loreto bodrogi,adan morlun,0.0
loreto bodrogi,albina hafon,0.0
loreto bodrogi,sven flecha,0.0
loreto bodrogi,elsa orilla,0.0
loreto bodrogi,"sten sanjorge, jr",1.0
loreto bodrogi,nils calixto,0.0
loreto bodrogi,edvard vann,0.0
loreto bodrogi,linda lagos,0.0
loreto bodrogi,kare orilla,0.0
loreto bodrogi,rachel panatal,0.0
loreto bodrogi,axel calzas,0.0
loreto bodrogi,gastech,10.0
loreto bodrogi,pok,0.0
loreto bodrogi,apa,0.0
loreto bodrogi,government,0.0
vira frente,vira frente,0.0
vira frente,lorenzo di stefano,0.0
vira frente,lucas alcazar,0.0
vira frente,varro awelon,0.0
vira frente,yanick calo,0.0
vira frente,stenig fusil,0.0
vira frente,ale i. hanne,0.0
vira frente,isia vann,0.0
vira frente,irene nant,0.0
vira frente,isande borrasca,0.0
vira frente,lucio jakab,0.0
vira frente,henk bodrogi,0.0
vira frente,henk mies,0.0
vira frente,sten sanjorge jr ,0.0
vira frente,claudio hawelon,0.0
vira frente,gustav cazar,0.0
vira frente,ruscella mies haber,0.0
vira frente,cecilia morluniau,0.0
vira frente,rachel pantanal,0.0
vira frente,emile arpa,0.0
vira frente,hideki cocinaro,0.0
vira frente,brand tempestad,0.0
vira frente,adra nubarron,0.0
vira frente,inga ferro,0.0
vira frente,dylan scozzese,0.0
vira frente,orhan strum,0.0
vira frente,marin onda,0.0
vira frente,lidelse dedos,0.0
vira frente,silvia marek,0.0
vira frente,kanon herrero,0.0
vira frente,adan morlun,0.0
vira frente,albina hafon,0.0
vira frente,sven flecha,0.0
vira frente,elsa orilla,0.0
vira frente,"sten sanjorge, jr",0.0
vira frente,nils calixto,0.0
vira frente,edvard vann,0.0
vira frente,linda lagos,0.0
vira frente,kare orilla,0.0
vira frente,rachel panatal,0.0
vira frente,axel calzas,0.0
vira frente,gastech,0.0
vira frente,pok,0.0
vira frente,apa,0.0
vira frente,government,0.0
lorenzo di stefano,lorenzo di stefano,0.0
lorenzo di stefano,lucas alcazar,0.0
lorenzo di stefano,varro awelon,0.0
lorenzo di stefano,yanick calo,0.0
lorenzo di stefano,stenig fusil,0.0
lorenzo di stefano,ale i. hanne,0.0
lorenzo di stefano,isia vann,0.0
lorenzo di stefano,irene nant,0.0
lorenzo di stefano,isande borrasca,0.0
lorenzo di stefano,lucio jakab,0.0
lorenzo di stefano,henk bodrogi,0.0
lorenzo di stefano,henk mies,0.0
lorenzo di stefano,sten sanjorge jr ,0.0
lorenzo di stefano,claudio hawelon,0.0
lorenzo di stefano,gustav cazar,0.0
lorenzo di stefano,ruscella mies haber,0.0
lorenzo di stefano,cecilia morluniau,0.0
lorenzo di stefano,rachel pantanal,0.0
lorenzo di stefano,emile arpa,0.0
lorenzo di stefano,hideki cocinaro,0.0
lorenzo di stefano,brand tempestad,0.0
lorenzo di stefano,adra nubarron,0.0
lorenzo di stefano,inga ferro,0.0
lorenzo di stefano,dylan scozzese,0.0
lorenzo di stefano,orhan strum,0.0
lorenzo di stefano,marin onda,0.0
lorenzo di stefano,lidelse dedos,0.0
lorenzo di stefano,silvia marek,0.0
lorenzo di stefano,kanon herrero,0.0
lorenzo di stefano,adan morlun,0.0
lorenzo di stefano,albina hafon,0.0
lorenzo di stefano,sven flecha,0.0
lorenzo di stefano,elsa orilla,0.0
lorenzo di stefano,"sten sanjorge, jr",0.0
lorenzo di stefano,nils calixto,0.0
lorenzo di stefano,edvard vann,0.0
lorenzo di stefano,linda lagos,0.0
lorenzo di stefano,kare orilla,0.0
lorenzo di stefano,rachel panatal,0.0
lorenzo di stefano,axel calzas,0.0
lorenzo di stefano,gastech,0.0
lorenzo di stefano,pok,0.0
lorenzo di stefano,apa,0.0
lorenzo di stefano,government,0.0
lucas alcazar,lucas alcazar,0.0
lucas alcazar,varro awelon,0.0
lucas alcazar,yanick calo,0.0
lucas alcazar,stenig fusil,0.0
lucas alcazar,ale i. hanne,0.0
lucas alcazar,isia vann,0.0
lucas alcazar,irene nant,0.0
lucas alcazar,isande borrasca,0.0
lucas alcazar,lucio jakab,0.0
lucas alcazar,henk bodrogi,0.0
lucas alcazar,henk mies,0.0
lucas alcazar,sten sanjorge jr ,0.0
lucas alcazar,claudio hawelon,0.0
lucas alcazar,gustav cazar,0.0
lucas alcazar,ruscella mies haber,0.0
lucas alcazar,cecilia morluniau,0.0
lucas alcazar,rachel pantanal,0.0
lucas alcazar,emile arpa,0.0
lucas alcazar,hideki cocinaro,0.0
lucas alcazar,brand tempestad,0.0
lucas alcazar,adra nubarron,0.0
lucas alcazar,inga ferro,0.0
lucas alcazar,dylan scozzese,0.0
lucas alcazar,orhan strum,0.0
lucas alcazar,marin onda,0.0
lucas alcazar,lidelse dedos,0.0
lucas alcazar,silvia marek,0.0
lucas alcazar,kanon herrero,0.0
lucas alcazar,adan morlun,0.0
lucas alcazar,albina hafon,0.0
lucas alcazar,sven flecha,0.0
lucas alcazar,elsa orilla,0.0
lucas alcazar,"sten sanjorge, jr",0.0
lucas alcazar,nils calixto,0.0
lucas alcazar,edvard vann,0.0
lucas alcazar,linda lagos,0.0
lucas alcazar,kare orilla,0.0
lucas alcazar,rachel panatal,0.0
lucas alcazar,axel calzas,0.0
lucas alcazar,gastech,0.0
lucas alcazar,pok,0.0
lucas alcazar,apa,0.0
lucas alcazar,government,0.0
varro awelon,varro awelon,0.0
varro awelon,yanick calo,0.0
varro awelon,stenig fusil,0.0
varro awelon,ale i. hanne,0.0
varro awelon,isia vann,0.0
varro awelon,irene nant,0.0
varro awelon,isande borrasca,0.0
varro awelon,lucio jakab,0.0
varro awelon,henk bodrogi,0.0
varro awelon,henk mies,0.0
varro awelon,sten sanjorge jr ,0.0
varro awelon,claudio hawelon,0.0
varro awelon,gustav cazar,0.0
varro awelon,ruscella mies haber,0.0
varro awelon,cecilia morluniau,0.0
varro awelon,rachel pantanal,0.0
varro awelon,emile arpa,0.0
varro awelon,hideki cocinaro,0.0
varro awelon,brand tempestad,0.0
varro awelon,adra nubarron,0.0
varro awelon,inga ferro,0.0
varro awelon,dylan scozzese,0.0
varro awelon,orhan strum,0.0
varro awelon,marin onda,0.0
varro awelon,lidelse dedos,0.0
varro awelon,silvia marek,0.0
varro awelon,kanon herrero,0.0
varro awelon,adan morlun,0.0
varro awelon,albina hafon,0.0
varro awelon,sven flecha,0.0
varro awelon,elsa orilla,0.0
varro awelon,"sten sanjorge, jr",0.0
varro awelon,nils calixto,0.0
varro awelon,edvard vann,0.0
varro awelon,linda lagos,0.0
varro awelon,kare orilla,0.0
varro awelon,rachel panatal,0.0
varro awelon,axel calzas,0.0
varro awelon,gastech,0.0
varro awelon,pok,0.0
varro awelon,apa,0.0
varro awelon,government,0.0
yanick calo,yanick calo,0.0
yanick calo,stenig fusil,0.0
yanick calo,ale i. hanne,0.0
yanick calo,isia vann,0.0
yanick calo,irene nant,0.0
yanick calo,isande borrasca,0.0
yanick calo,lucio jakab,0.0
yanick calo,henk bodrogi,0.0
yanick calo,henk mies,0.0
yanick calo,sten sanjorge jr ,0.0
yanick calo,claudio hawelon,0.0
yanick calo,gustav cazar,0.0
yanick calo,ruscella mies haber,0.0
yanick calo,cecilia morluniau,0.0
yanick calo,rachel pantanal,0.0
yanick calo,emile arpa,0.0
yanick calo,hideki cocinaro,0.0
yanick calo,brand tempestad,0.0
yanick calo,adra nubarron,0.0
yanick calo,inga ferro,0.0
yanick calo,dylan scozzese,0.0
yanick calo,orhan strum,0.0
yanick calo,marin onda,0.0
yanick calo,lidelse dedos,0.0
yanick calo,silvia marek,0.0
yanick calo,kanon herrero,0.0
yanick calo,adan morlun,0.0
yanick calo,albina hafon,0.0
yanick calo,sven flecha,0.0
yanick calo,elsa orilla,0.0
yanick calo,"sten sanjorge, jr",0.0
yanick calo,nils calixto,0.0
yanick calo,edvard vann,0.0
yanick calo,linda lagos,0.0
yanick calo,kare orilla,0.0
yanick calo,rachel panatal,0.0
yanick calo,axel calzas,0.0
yanick calo,gastech,0.0
yanick calo,pok,0.0
yanick calo,apa,0.0
yanick calo,government,0.0
stenig fusil,stenig fusil,0.0
stenig fusil,ale i. hanne,0.0
stenig fusil,isia vann,0.0
stenig fusil,irene nant,0.0
stenig fusil,isande borrasca,0.0
stenig fusil,lucio jakab,0.0
stenig fusil,henk bodrogi,0.0
stenig fusil,henk mies,0.0
stenig fusil,sten sanjorge jr ,0.0
stenig fusil,claudio hawelon,0.0
stenig fusil,gustav cazar,0.0
stenig fusil,ruscella mies haber,0.0
stenig fusil,cecilia morluniau,0.0
stenig fusil,rachel pantanal,0.0
stenig fusil,emile arpa,0.0
stenig fusil,hideki cocinaro,0.0
stenig fusil,brand tempestad,0.0
stenig fusil,adra nubarron,0.0
stenig fusil,inga ferro,0.0
stenig fusil,dylan scozzese,0.0
stenig fusil,orhan strum,0.0
stenig fusil,marin onda,0.0
stenig fusil,lidelse dedos,0.0
stenig fusil,silvia marek,0.0
stenig fusil,kanon herrero,0.0
stenig fusil,adan morlun,0.0
stenig fusil,albina hafon,0.0
stenig fusil,sven flecha,0.0
stenig fusil,elsa orilla,0.0
stenig fusil,"sten sanjorge, jr",0.0
stenig fusil,nils calixto,0.0
stenig fusil,edvard vann,0.0
stenig fusil,linda lagos,0.0
stenig fusil,kare orilla,0.0
stenig fusil,rachel panatal,0.0
stenig fusil,axel calzas,0.0
stenig fusil,gastech,0.0
stenig fusil,pok,0.0
stenig fusil,apa,0.0
stenig fusil,government,0.0
ale i. hanne,ale i. hanne,0.0
ale i. hanne,isia vann,0.0
ale i. hanne,irene nant,0.0
ale i. hanne,isande borrasca,0.0
ale i. hanne,lucio jakab,0.0
ale i. hanne,henk bodrogi,0.0
ale i. hanne,henk mies,0.0
ale i. hanne,sten sanjorge jr ,0.0
ale i. hanne,claudio hawelon,0.0
ale i. hanne,gustav cazar,0.0
ale i. hanne,ruscella mies haber,0.0
ale i. hanne,cecilia morluniau,0.0
ale i. hanne,rachel pantanal,0.0
ale i. hanne,emile arpa,0.0
ale i. hanne,hideki cocinaro,0.0
ale i. hanne,brand tempestad,0.0
ale i. hanne,adra nubarron,0.0
ale i. hanne,inga ferro,0.0
ale i. hanne,dylan scozzese,0.0
ale i. hanne,orhan strum,0.0
ale i. hanne,marin onda,0.0
ale i. hanne,lidelse dedos,0.0
ale i. hanne,silvia marek,0.0
ale i. hanne,kanon herrero,0.0
ale i. hanne,adan morlun,0.0
ale i. hanne,albina hafon,0.0
ale i. hanne,sven flecha,0.0
ale i. hanne,elsa orilla,0.0
ale i. hanne,"sten sanjorge, jr",0.0
ale i. hanne,nils calixto,0.0
ale i. hanne,edvard vann,0.0
ale i. hanne,linda lagos,0.0
ale i. hanne,kare orilla,0.0
ale i. hanne,rachel panatal,0.0
ale i. hanne,axel calzas,0.0
ale i. hanne,gastech,0.0
ale i. hanne,pok,0.0
ale i. hanne,apa,0.0
ale i. hanne,government,0.0
isia vann,isia vann,0.0
isia vann,irene nant,0.0
isia vann,isande borrasca,0.0
isia vann,lucio jakab,0.0
isia vann,henk bodrogi,0.0
isia vann,henk mies,0.0
isia vann,sten sanjorge jr ,0.0
isia vann,claudio hawelon,0.0
isia vann,gustav cazar,0.0
isia vann,ruscella mies haber,0.0
isia vann,cecilia morluniau,0.0
isia vann,rachel pantanal,0.0
isia vann,emile arpa,0.0
isia vann,hideki cocinaro,0.0
isia vann,brand tempestad,0.0
isia vann,adra nubarron,0.0
isia vann,inga ferro,0.0
isia vann,dylan scozzese,0.0
isia vann,orhan strum,0.0
isia vann,marin onda,0.0
isia vann,lidelse dedos,0.0
isia vann,silvia marek,1.0
isia vann,kanon herrero,0.0
isia vann,adan morlun,0.0
isia vann,albina hafon,0.0
isia vann,sven flecha,0.0
isia vann,elsa orilla,0.0
isia vann,"sten sanjorge, jr",0.0
isia vann,nils calixto,0.0
isia vann,edvard vann,23.0
isia vann,linda lagos,0.0
isia vann,kare orilla,0.0
isia vann,rachel panatal,0.0
isia vann,axel calzas,0.0
isia vann,gastech,19.0
isia vann,pok,20.0
isia vann,apa,0.0
isia vann,government,0.0
irene nant,irene nant,0.0
irene nant,isande borrasca,0.0
irene nant,lucio jakab,0.0
irene nant,henk bodrogi,0.0
irene nant,henk mies,0.0
irene nant,sten sanjorge jr ,0.0
irene nant,claudio hawelon,0.0
irene nant,gustav cazar,0.0
irene nant,ruscella mies haber,0.0
irene nant,cecilia morluniau,0.0
irene nant,rachel pantanal,0.0
irene nant,emile arpa,0.0
irene nant,hideki cocinaro,0.0
irene nant,brand tempestad,0.0
irene nant,adra nubarron,0.0
irene nant,inga ferro,0.0
irene nant,dylan scozzese,0.0
irene nant,orhan strum,0.0
irene nant,marin onda,0.0
irene nant,lidelse dedos,0.0
irene nant,silvia marek,0.0
irene nant,kanon herrero,0.0
irene nant,adan morlun,0.0
irene nant,albina hafon,0.0
irene nant,sven flecha,0.0
irene nant,elsa orilla,0.0
irene nant,"sten sanjorge, jr",0.0
irene nant,nils calixto,0.0
irene nant,edvard vann,0.0
irene nant,linda lagos,0.0
irene nant,kare orilla,0.0
irene nant,rachel panatal,0.0
irene nant,axel calzas,0.0
irene nant,gastech,0.0
irene nant,pok,0.0
irene nant,apa,0.0
irene nant,government,0.0
isande borrasca,isande borrasca,0.0
isande borrasca,lucio jakab,0.0
isande borrasca,henk bodrogi,0.0
isande borrasca,henk mies,0.0
isande borrasca,sten sanjorge jr ,0.0
isande borrasca,claudio hawelon,0.0
isande borrasca,gustav cazar,0.0
isande borrasca,ruscella mies haber,0.0
isande borrasca,cecilia morluniau,0.0
isande borrasca,rachel pantanal,0.0
isande borrasca,emile arpa,0.0
isande borrasca,hideki cocinaro,0.0
isande borrasca,brand tempestad,0.0
isande borrasca,adra nubarron,0.0
isande borrasca,inga ferro,0.0
isande borrasca,dylan scozzese,0.0
isande borrasca,orhan strum,0.0
isande borrasca,marin onda,0.0
isande borrasca,lidelse dedos,0.0
isande borrasca,silvia marek,0.0
isande borrasca,kanon herrero,0.0
isande borrasca,adan morlun,0.0
isande borrasca,albina hafon,0.0
isande borrasca,sven flecha,0.0
isande borrasca,elsa orilla,0.0
isande borrasca,"sten sanjorge, jr",0.0
isande borrasca,nils calixto,0.0
isande borrasca,edvard vann,0.0
isande borrasca,linda lagos,0.0
isande borrasca,kare orilla,0.0
isande borrasca,rachel panatal,0.0
isande borrasca,axel calzas,0.0
isande borrasca,gastech,0.0
isande borrasca,pok,0.0
isande borrasca,apa,0.0
isande borrasca,government,0.0
lucio jakab,lucio jakab,0.0
lucio jakab,henk bodrogi,0.0
lucio jakab,henk mies,0.0
lucio jakab,sten sanjorge jr ,0.0
lucio jakab,claudio hawelon,0.0
lucio jakab,gustav cazar,0.0
lucio jakab,ruscella mies haber,0.0
lucio jakab,cecilia morluniau,0.0
lucio jakab,rachel pantanal,0.0
lucio jakab,emile arpa,0.0
lucio jakab,hideki cocinaro,0.0
lucio jakab,brand tempestad,0.0
lucio jakab,adra nubarron,0.0
lucio jakab,inga ferro,0.0
lucio jakab,dylan scozzese,0.0
lucio jakab,orhan strum,0.0
lucio jakab,marin onda,0.0
lucio jakab,lidelse dedos,0.0
lucio jakab,silvia marek,0.0
lucio jakab,kanon herrero,0.0
lucio jakab,adan morlun,0.0
lucio jakab,albina hafon,0.0
lucio jakab,sven flecha,0.0
lucio jakab,elsa orilla,0.0
lucio jakab,"sten sanjorge, jr",0.0
lucio jakab,nils calixto,0.0
lucio jakab,edvard vann,0.0
lucio jakab,linda lagos,0.0
lucio jakab,kare orilla,0.0
lucio jakab,rachel panatal,0.0
lucio jakab,axel calzas,0.0
lucio jakab,gastech,0.0
lucio jakab,pok,0.0
lucio jakab,apa,0.0
lucio jakab,government,0.0
henk bodrogi,henk bodrogi,0.0
henk bodrogi,henk mies,3.0
henk bodrogi,sten sanjorge jr ,4.0
henk bodrogi,claudio hawelon,0.0
henk bodrogi,gustav cazar,0.0
henk bodrogi,ruscella mies haber,0.0
henk bodrogi,cecilia morluniau,0.0
henk bodrogi,rachel pantanal,0.0
henk bodrogi,emile arpa,0.0
henk bodrogi,hideki cocinaro,0.0
henk bodrogi,brand tempestad,0.0
henk bodrogi,adra nubarron,0.0
henk bodrogi,inga ferro,2.0
henk bodrogi,dylan scozzese,0.0
henk bodrogi,orhan strum,0.0
henk bodrogi,marin onda,0.0
henk bodrogi,lidelse dedos,0.0
henk bodrogi,silvia marek,0.0
henk bodrogi,kanon herrero,0.0
henk bodrogi,adan morlun,0.0
henk bodrogi,albina hafon,0.0
henk bodrogi,sven flecha,0.0
henk bodrogi,elsa orilla,0.0
henk bodrogi,"sten sanjorge, jr",1.0
henk bodrogi,nils calixto,0.0
henk bodrogi,edvard vann,0.0
henk bodrogi,linda lagos,0.0
henk bodrogi,kare orilla,0.0
henk bodrogi,rachel panatal,0.0
henk bodrogi,axel calzas,0.0
henk bodrogi,gastech,10.0
henk bodrogi,pok,0.0
henk bodrogi,apa,0.0
henk bodrogi,government,0.0
henk mies,henk mies,0.0
henk mies,sten sanjorge jr ,0.0
henk mies,claudio hawelon,0.0
henk mies,gustav cazar,0.0
henk mies,ruscella mies haber,0.0
henk mies,cecilia morluniau,0.0
henk mies,rachel pantanal,0.0
henk mies,emile arpa,0.0
henk mies,hideki cocinaro,0.0
henk mies,brand tempestad,0.0
henk mies,adra nubarron,0.0
henk mies,inga ferro,0.0
henk mies,dylan scozzese,0.0
henk mies,orhan strum,0.0
henk mies,marin onda,0.0
henk mies,lidelse dedos,0.0
henk mies,silvia marek,0.0
henk mies,kanon herrero,0.0
henk mies,adan morlun,0.0
henk mies,albina hafon,0.0
henk mies,sven flecha,0.0
henk mies,elsa orilla,0.0
henk mies,"sten sanjorge, jr",0.0
henk mies,nils calixto,0.0
henk mies,edvard vann,0.0
henk mies,linda lagos,0.0
henk mies,kare orilla,0.0
henk mies,rachel panatal,0.0
henk mies,axel calzas,0.0
henk mies,gastech,0.0
henk mies,pok,0.0
henk mies,apa,0.0
henk mies,government,0.0
sten sanjorge jr ,sten sanjorge jr ,0.0
sten sanjorge jr ,claudio hawelon,0.0
sten sanjorge jr ,gustav cazar,0.0
sten sanjorge jr ,ruscella mies haber,0.0
sten sanjorge jr ,cecilia morluniau,0.0
sten sanjorge jr ,rachel pantanal,0.0
sten sanjorge jr ,emile arpa,0.0
sten sanjorge jr ,hideki cocinaro,0.0
sten sanjorge jr ,brand tempestad,0.0
sten sanjorge jr ,adra nubarron,0.0
sten sanjorge jr ,inga ferro,2.0
sten sanjorge jr ,dylan scozzese,0.0
sten sanjorge jr ,orhan strum,0.0
sten sanjorge jr ,marin onda,0.0
sten sanjorge jr ,lidelse dedos,0.0
sten sanjorge jr ,silvia marek,0.0
sten sanjorge jr ,kanon herrero,0.0
sten sanjorge jr ,adan morlun,0.0
sten sanjorge jr ,albina hafon,0.0
sten sanjorge jr ,sven flecha,0.0
sten sanjorge jr ,elsa orilla,0.0
sten sanjorge jr ,"sten sanjorge, jr",25.0
sten sanjorge jr ,nils calixto,0.0
sten sanjorge jr ,edvard vann,0.0
sten sanjorge jr ,linda lagos,0.0
sten sanjorge jr ,kare orilla,0.0
sten sanjorge jr ,rachel panatal,0.0
sten sanjorge jr ,axel calzas,0.0
sten sanjorge jr ,gastech,65.0
sten sanjorge jr ,pok,8.0
sten sanjorge jr ,apa,0.0
sten sanjorge jr ,government,1.0
claudio hawelon,claudio hawelon,0.0
claudio hawelon,gustav cazar,0.0
claudio hawelon,ruscella mies haber,0.0
claudio hawelon,cecilia morluniau,0.0
claudio hawelon,rachel pantanal,0.0
claudio hawelon,emile arpa,0.0
claudio hawelon,hideki cocinaro,0.0
claudio hawelon,brand tempestad,0.0
claudio hawelon,adra nubarron,0.0
claudio hawelon,inga ferro,0.0
claudio hawelon,dylan scozzese,0.0
claudio hawelon,orhan strum,0.0
claudio hawelon,marin onda,0.0
claudio hawelon,lidelse dedos,0.0
claudio hawelon,silvia marek,0.0
claudio hawelon,kanon herrero,0.0
claudio hawelon,adan morlun,0.0
claudio hawelon,albina hafon,0.0
claudio hawelon,sven flecha,0.0
claudio hawelon,elsa orilla,0.0
claudio hawelon,"sten sanjorge, jr",0.0
claudio hawelon,nils calixto,0.0
claudio hawelon,edvard vann,0.0
claudio hawelon,linda lagos,0.0
claudio hawelon,kare orilla,0.0
claudio hawelon,rachel panatal,0.0
claudio hawelon,axel calzas,0.0
claudio hawelon,gastech,0.0
claudio hawelon,pok,0.0
claudio hawelon,apa,0.0
claudio hawelon,government,0.0
gustav cazar,gustav cazar,0.0
gustav cazar,ruscella mies haber,0.0
gustav cazar,cecilia morluniau,0.0
gustav cazar,rachel pantanal,0.0
gustav cazar,emile arpa,0.0
gustav cazar,hideki cocinaro,0.0
gustav cazar,brand tempestad,0.0
gustav cazar,adra nubarron,0.0
gustav cazar,inga ferro,0.0
gustav cazar,dylan scozzese,0.0
gustav cazar,orhan strum,0.0
gustav cazar,marin onda,0.0
gustav cazar,lidelse dedos,0.0
gustav cazar,silvia marek,0.0
gustav cazar,kanon herrero,0.0
gustav cazar,adan morlun,0.0
gustav cazar,albina hafon,0.0
gustav cazar,sven flecha,0.0
gustav cazar,elsa orilla,0.0
gustav cazar,"sten sanjorge, jr",0.0
gustav cazar,nils calixto,0.0
gustav cazar,edvard vann,0.0
gustav cazar,linda lagos,0.0
gustav cazar,kare orilla,0.0
gustav cazar,rachel panatal,0.0
gustav cazar,axel calzas,0.0
gustav cazar,gastech,0.0
gustav cazar,pok,0.0
gustav cazar,apa,0.0
gustav cazar,government,0.0
ruscella mies haber,ruscella mies haber,0.0
ruscella mies haber,cecilia morluniau,0.0
ruscella mies haber,rachel pantanal,0.0
ruscella mies haber,emile arpa,0.0
ruscella mies haber,hideki cocinaro,0.0
ruscella mies haber,brand tempestad,0.0
ruscella mies haber,adra nubarron,0.0
ruscella mies haber,inga ferro,0.0
ruscella mies haber,dylan scozzese,0.0
ruscella mies haber,orhan strum,0.0
ruscella mies haber,marin onda,0.0
ruscella mies haber,lidelse dedos,0.0
ruscella mies haber,silvia marek,0.0
ruscella mies haber,kanon herrero,0.0
ruscella mies haber,adan morlun,0.0
ruscella mies haber,albina hafon,0.0
ruscella mies haber,sven flecha,0.0
ruscella mies haber,elsa orilla,0.0
ruscella mies haber,"sten sanjorge, jr",0.0
ruscella mies haber,nils calixto,0.0
ruscella mies haber,edvard vann,0.0
ruscella mies haber,linda lagos,0.0
ruscella mies haber,kare orilla,0.0
